id,entryId,entryOwnerText,entryTenantText,entryCategoryText,rent,cadaster1808Correspondance,toponym,entryCategories,cadaster1808ClosestParcel,position,entryOwnerText_l,entryTenantText_l,TenantExtracted,OwnerExtracted,OwnerExtractedClean,TenantExtractedClean
1720,209.0,Nicolò Vendramin,inafittato,magazen,,9474.0,Calle del Capitello,['storage'],9474,"[12.33279027, 45.43774235]",nicolò vendramin,inafittato,"('lanfritto', 63)","('vendramin', 100)",vendramin,
1721,210.0,Paolo e fratello Trevisan,Lorenzo Notali,casa e bottega di luganegher,100.0,,Calle del Capitello,"['housing', 'shop']",13268,"[12.33285904, 45.43765306]",paolo e fratello trevisan,lorenzo notali,"('de lorenzo', 82)","('fratello', 100)",fratello,
1722,211.0,Zuane Notali,Giacomo Tonon,inviamento di bottega di luganegher,,,Calle del Capitello,['shop'],13268,"[12.33278314, 45.43760409]",zuane notali,giacomo tonon,"('tonon', 100)","('donzuane', 60)",,tonon
1723,212.0,Lunardo Mocenigo,Bortolo Cendali,bottega da fabro,28.0,9470.0,Calle per andar al ponte dell'oglio,['shop'],9470,"[12.33264284, 45.43778872]",lunardo mocenigo,bortolo cendali,"('bortolini', 67)","('mocenigo', 100)",mocenigo,
1724,213.0,Polo Trevisan,Piero Battaggia,casa e bottega da scaletter,60.0,9475.0,Calle per andar al ponte dell'oglio,"['housing', 'shop']",9475,"[12.33269786, 45.43780661]",polo trevisan,piero battaggia,"('piero', 100)","('polo', 100)",polo,piero
1725,214.0,Alvise e fratello Ferretti,Piero Battaggia,inviamento di detta bottega,,,Calle per andar al ponte dell'oglio,['shop'],13268,"[12.33272092, 45.43779142]",alvise e fratello ferretti,piero battaggia,"('piero', 100)","('fratello', 100)",fratello,piero
1726,215.0,Matilde Rizzi monaca al Corpus Domini,Marco Daviffo,bottega di schioppeter,20.0,9467.0,Calle per andar al ponte dell'oglio,['shop'],9467,"[12.332667409999999, 45.43787319]",matilde rizzi monaca al corpus domini,marco daviffo,"('da mare', 60)","('rizzi', 100)",rizzi,
1727,216.0,Matilde Rizzi monaca al Corpus Domini,Anzolo Zuliani,casa,42.0,9467.0,Calle per andar al ponte dell'oglio,['housing'],9467,"[12.33269411, 45.43788605]",matilde rizzi monaca al corpus domini,anzolo zuliani,"('zuliani', 100)","('rizzi', 100)",rizzi,zuliani
1728,217.0,Matilde Rizzi monaca al Corpus Domini,Francesco Boni,bottega da calegher,20.0,9467.0,Calle per andar al ponte dell'oglio,['shop'],9467,"[12.33272562, 45.43790252]",matilde rizzi monaca al corpus domini,francesco boni,"('boni', 100)","('rizzi', 100)",rizzi,boni
1729,218.0,Matilde Rizzi monaca del Corpus Domini,Andrea Facchetti,casa e bottega da lasagner,70.0,,Calle per andar al ponte dell'oglio,"['housing', 'shop']",13268,"[12.33273627, 45.4378346]",matilde rizzi monaca del corpus domini,andrea facchetti,"('andreghetti', 74)","('rizzi', 100)",rizzi,
1730,219.0,Matilde Rizzi monaca del Corpus Domini,Bortolo Bagolin,bottega da varoter,44.0,,Calle per andar al ponte dell'oglio,['shop'],13268,"[12.33281506, 45.4378749]",matilde rizzi monaca del corpus domini,bortolo bagolin,"('bagolin', 100)","('rizzi', 100)",rizzi,bagolin
1731,220.0,Andrea Facchetti,,inviamento di lasagner,,,Calle per andar al ponte dell'oglio,['shop'],13268,"[12.3327712, 45.43785727]",andrea facchetti,nan,"('nani', 86)","('andreghetti', 74)",,
1732,221.0,Matilde Rizzi monaca al Corpus Domini,Paolo Signorelli,casa,70.0,,Fondamenta al ponte dell'oglio,['housing'],13268,"[12.332879, 45.43786153]",matilde rizzi monaca al corpus domini,paolo signorelli,"('signoreti', 64)","('rizzi', 100)",rizzi,
1733,222.0,Matilde Rizzi monaca al Corpus Domini,Lodovico Brunengo,casa,60.0,,Fondamenta al ponte dell'oglio,['housing'],13268,"[12.33290467, 45.43784378]",matilde rizzi monaca al corpus domini,lodovico brunengo,"('lodovici', 56)","('rizzi', 100)",rizzi,
1734,223.0,Piero Durli,Nicola e Tomaso Marassi,casa,170.0,,Fondamenta al ponte dell'oglio,['housing'],13268,"[12.33301465, 45.43777556]",piero durli,nicola e tomaso marassi,"('nicola', 100)","('piero', 100)",piero,nicola
1735,224.0,Piero Durli,Osvaldo Galizzi,casa,43.0,9488.0,Fondamenta al ponte dell'oglio,['housing'],9488,"[12.33310623, 45.43770254]",piero durli,osvaldo galizzi,"('galizzi', 100)","('piero', 100)",piero,galizzi
1736,225.0,Piero Cassetti,Lorenzo Manzoni,casa e bottega di barbier con magazen,70.0,,Calle giù dal ponte di San Silvestro,"['housing', 'shop', 'storage']",13268,"[12.33302235, 45.43789647]",piero cassetti,lorenzo manzoni,"('manzoni', 100)","('cassetti', 100)",cassetti,manzoni
1737,226.0,Piero Cassetti,Iseppo Grandis,casa,26.0,,Calle giù dal ponte di San Silvestro,['housing'],13268,"[12.33305567, 45.43787964]",piero cassetti,iseppo grandis,"('grandis', 100)","('cassetti', 100)",cassetti,grandis
1738,227.0,Piero Cassetti,Osvaldo Gallizzi,casa e bottega da oglio,90.0,,Calle giù dal ponte di San Silvestro,"['housing', 'shop']",13268,"[12.33307939, 45.43785048]",piero cassetti,osvaldo gallizzi,"('gallizzi', 100)","('cassetti', 100)",cassetti,gallizzi
1739,228.0,Piero Cassetti,Lunardo Zen,bottega da stramazzer,40.0,,Rughetta verso la calle del fontico,['shop'],13268,"[12.33299807, 45.4379077]",piero cassetti,lunardo zen,"('zen', 100)","('cassetti', 100)",cassetti,zen
1740,229.0,Piero Cassetti,Francesco Filiasi,bottega da confetti,55.0,,Segue rughetta verso Calle del Fontico,['shop'],13268,"[12.33305476, 45.43791984]",piero cassetti,francesco filiasi,"('filiasi', 100)","('cassetti', 100)",cassetti,filiasi
1741,230.0,,,Case rovinose non si sa li padroni,,,Segue rughetta verso Calle del Fontico,['housing'],13268,"[12.33306988, 45.4379546]",nan,nan,"('nani', 86)","('nani', 86)",,
1742,231.0,Zaccaria Canal,Francesco Longin,bottega di frutarol,4.0,,Segue rughetta verso Calle del Fontico,['shop'],13268,"[12.33308616, 45.43793933]",zaccaria canal,francesco longin,"('francesconi', 81)","('canal', 100)",canal,
1743,231.0,Francesco Loredan Ruzzini,Francesco Longin,bottega di frutarol,6.0,,Segue rughetta verso Calle del Fontico,['shop'],13268,"[12.33309742, 45.43794227]",francesco loredan ruzzini,francesco longin,"('francesconi', 81)","('loredan', 100)",loredan,
1744,233.0,Corner in Campiel delle Mosche,Domenico Garlato,bottega di casseler,12.0,,Segue rughetta verso Calle del Fontico,['shop'],13268,"[12.33309466, 45.43790307]",corner in campiel delle mosche,domenico garlato,"('garlato', 100)","('corner', 100)",corner,garlato
1745,234.0,Giovanni Maria Raspi,Antonio Locadello,bottega di beccher,18.0,,Segue rughetta verso Calle del Fontico,['shop'],13268,"[12.33315382, 45.43798115]",giovanni maria raspi,antonio locadello,"('toniollo', 64)","('raspi', 100)",raspi,
1746,235.0,Giovanni Maria Raspi,Marco Bergalli,bottega di callegher,16.0,,Segue rughetta verso Calle del Fontico,['shop'],13268,"[12.33317032, 45.43800206]",giovanni maria raspi,marco bergalli,"('balico', 60)","('raspi', 100)",raspi,
1747,236.0,Antonio Alberto Boldù e Alvise Minio,Antonio Angeli,bottega di orese,17.0,,Segue rughetta verso Calle del Fontico,['shop'],13268,"[12.33321335, 45.43801093]",antonio alberto boldù e alvise minio,antonio angeli,"('angeli', 100)","('boldÃ¹', 100)",boldÃ¹,angeli
1748,237.0,Nobili Homini Boldù e Minio,Antonio Rocco,bottega di tiraferro,5.0,,Segue rughetta verso Calle del Fontico,['shop'],13268,"[12.33325349, 45.43802847]",nobili homini boldù e minio,antonio rocco,"('rocco', 100)","('boldÃ¹', 100)",boldÃ¹,rocco
1749,238.0,Piero Cassetti,Giacomo Bergalli,case due in una,46.0,,Callesella in fazza il Fontico della Farina,['housing'],13268,"[12.33331684, 45.43805399]",piero cassetti,giacomo bergalli,"('segallini', 56)","('cassetti', 100)",cassetti,
1750,239.0,Piero Cassetti,Antonio Dalla Balla,casa con bottega di barbier e magazen,50.0,,Callesella in fazza il Fontico della Farina,"['housing', 'shop', 'storage']",13268,"[12.3333487, 45.43801016]",piero cassetti,antonio dalla balla,"('dalla', 100)","('cassetti', 100)",cassetti,dalla
1751,240.0,Piero Cassetti,Lorenzo Basadonna,casa,27.0,,Callesella in fazza il Fontico della Farina,['housing'],13268,"[12.33336907, 45.43797305]",piero cassetti,lorenzo basadonna,"('basadonna', 100)","('cassetti', 100)",cassetti,basadonna
1752,241.0,Piero Cassetti,Anzolo Armano,casa,336.0,,Callesella in fazza il Fontico della Farina,['housing'],13268,"[12.33324473, 45.43795092]",piero cassetti,anzolo armano,"('armano', 100)","('cassetti', 100)",cassetti,armano
1753,242.0,Piero Cassetti,Giulia Valeria,casa,48.0,,Callesella in fazza il Fontico della Farina,['housing'],13268,"[12.3333818, 45.43794014]",piero cassetti,giulia valeria,"('giavarina', 70)","('cassetti', 100)",cassetti,
1754,243.0,Piero Cassetti,Francesco Baseggio,casa in due appartamenti,26.0,,Callesella in fazza il Fontico della Farina,['housing'],13268,"[12.33340444, 45.43788124]",piero cassetti,francesco baseggio,"('baseggio', 100)","('cassetti', 100)",cassetti,baseggio
1755,243.0,Piero Cassetti,Antonio Alimari,"casa in due appartamenti, secondo",26.0,,Callesella in fazza il Fontico della Farina,['housing'],13268,"[12.33343511, 45.43788895]",piero cassetti,antonio alimari,"('caliari fantinelli', 73)","('cassetti', 100)",cassetti,
1756,244.0,Piero Cassetti,Pasqua D'Alessio,casa in due appartamenti,26.0,,Callesella in fazza il Fontico della Farina,['housing'],13268,"[12.333419020000001, 45.43786148]",piero cassetti,pasqua d'alessio,"('alessio', 100)","('cassetti', 100)",cassetti,alessio
1757,244.0,Piero Cassetti,Domenico Poli,"casa in due appartamenti, secondo",26.0,,Callesella in fazza il Fontico della Farina,['housing'],13268,"[12.33345222, 45.43786837]",piero cassetti,domenico poli,"('poli', 100)","('cassetti', 100)",cassetti,poli
1758,245.0,Piero Cassetti,Antonio Alimari,casa,58.0,,Callesella in fazza il Fontico della Farina,['housing'],13268,"[12.33351552, 45.43778945]",piero cassetti,antonio alimari,"('caliari fantinelli', 73)","('cassetti', 100)",cassetti,
1759,246.0,Piero Cassetti,Zuane Battista Marsilio,bottega di bolzer,20.0,,Calle del Fontico dalla parte di Ruga,['shop'],13268,"[12.33341382, 45.43807723]",piero cassetti,zuane battista marsilio,"('marsilio', 100)","('cassetti', 100)",cassetti,marsilio
1760,247.0,Vicenzo Pisani,Francesco Zambellini,bottega di fenestrer,13.0,,Calle del Fontico dalla parte di Ruga,['shop'],13268,"[12.33342977, 45.43805488]",vicenzo pisani,francesco zambellini,"('francesconi', 71)","('pisani', 100)",pisani,
1761,248.0,Flaminio Cassetti,Domenico Poli,casa,50.0,9352.0,Calle del Fontico dalla parte di Ruga,['housing'],9352,"[12.33349941, 45.43804932]",flaminio cassetti,domenico poli,"('poli', 100)","('cassetti', 100)",cassetti,poli
1762,249.0,Fabio Cassetti,Domenico Zorzi,bottega chiusa,8.0,9352.0,Calle del Fontico dalla parte di Ruga,['shop'],9352,"[12.33351145, 45.43803092]",fabio cassetti,domenico zorzi,"('zorzi', 100)","('cassetti', 100)",cassetti,zorzi
1763,250.0,Girolamo Cassetti,,bottega da botter,15.0,9352.0,Calle del Fontico dalla parte di Ruga,['shop'],9352,"[12.33353042, 45.43801366]",girolamo cassetti,nan,"('nani', 86)","('cassetti', 100)",cassetti,
1764,251.0,Girolamo Cassetti,Vendramin Rizzuto,magazen da pignate,12.0,9352.0,Calle del Fontico dalla parte di Ruga,['storage'],9352,"[12.33353962, 45.43799618]",girolamo cassetti,vendramin rizzuto,"('vendramin', 100)","('cassetti', 100)",cassetti,vendramin
1765,252.0,Lunardo Venier,Zuane Battista Ferrari,casa,32.0,,Calle del Fontico dalla parte di Ruga,['housing'],13268,"[12.33368051, 45.4378973]",lunardo venier,zuane battista ferrari,"('ferrari', 100)","('venier', 100)",venier,ferrari
1766,253.0,Girolamo Ciuran,Zuane Conti,bottega di barbier,8.0,,Calle del Fontico dalla parte di Ruga,['shop'],13268,"[12.33366593, 45.43791706]",girolamo ciuran,zuane conti,"('conti', 100)","('girolamo', 100)",girolamo,conti
1767,254.0,Nicolò Venier,Andrea Macchietta,casa,48.0,,Calle del Fontico dalla parte di Ruga,['housing'],13268,"[12.33364382, 45.43796462]",nicolò venier,andrea macchietta,"('andreghetti', 64)","('venier', 100)",venier,
1768,255.0,Lunardo Venier,Zuane Maria Dei Antoni,Casa,40.0,,Calle del Fontico dalla parte di Ruga,['housing'],13268,"[12.33366706, 45.43797215]",lunardo venier,zuane maria dei antoni,"('dei', 100)","('venier', 100)",venier,dei
1769,256.0,Girolamo Ciuran,Antonio Pensa,bottega di fabro,9.0,,Calle del Fontico dalla parte di Ruga,['shop'],13268,"[12.333623, 45.4379851]",girolamo ciuran,antonio pensa,"('pensa', 100)","('girolamo', 100)",girolamo,pensa
1770,257.0,Lunardo Venier,Nadal Vitil,botteghe due unite serrate,20.0,,Calle del Fontico dalla parte di Ruga,['shop'],13268,"[12.33360378, 45.43802398]",lunardo venier,nadal vitil,"('nadal', 100)","('venier', 100)",venier,nadal
1771,258.0,Cattarina Venier Pisani,Nadal Vitil,bottega di botter,18.0,,Calle del Fontico dalla parte di Ruga,['shop'],13268,"[12.33355486, 45.43808752]",cattarina venier pisani,nadal vitil,"('nadal', 100)","('pisani', 100)",pisani,nadal
1772,259.0,Maria Zane Venier,Lunardo Beggio,bottega di bombaser con mezado,38.0,,Calle del Fontico dalla parte di Ruga,['shop'],13268,"[12.33353919, 45.43810375]",maria zane venier,lunardo beggio,"('bernardo', 64)","('venier', 100)",venier,
1773,260.0,Conti Zanobri,Francesco Filiasi,casa,40.0,,Calle del Figher,['housing'],13268,"[12.33358448, 45.4381437]",conti zanobri,francesco filiasi,"('filiasi', 100)","('conti', 100)",conti,filiasi
1774,261.0,Giovanni Maria Raspi,Giacomo Di Marco,magazen da spartioro con corte,16.0,,Calle del Figher,['storage'],13268,"[12.33359791, 45.43812217]",giovanni maria raspi,giacomo di marco,"('di', 100)","('raspi', 100)",raspi,
1775,262.0,Giovanni Maria Raspi,Anzolo Corrazza,bottega di barbier tolta anco da S. Apollinare,12.0,,Calle del Figher,['shop'],13268,"[12.333625229999999, 45.43809571]",giovanni maria raspi,anzolo corrazza,"('malcavazza', 56)","('raspi', 100)",raspi,
1776,263.0,Nicolò Da Ponte,Isabella Avanzo,casa,32.0,,Calle del Figher,['housing'],13268,"[12.33364542, 45.43807565]",nicolò da ponte,isabella avanzo,"('avanzo', 100)","('da ponte', 100)",da ponte,avanzo
1777,264.0,Nicolò Da Ponte,Antonio Mometti,Scale 4 in detta calle,22.0,,Calle del Figher,[],13268,"[12.33365277, 45.43805135]",nicolò da ponte,antonio mometti,"('antoneti', 70)","('da ponte', 100)",da ponte,
1778,265.0,Polo Michiel Morosini,Zuane Angeli,prima scala,30.0,,Calle del Figher,['housing'],13268,"[12.33368877, 45.4380251]",polo michiel morosini,zuane angeli,"('angeli', 100)","('michiel', 100)",michiel,angeli
1779,266.0,Lugrezia Vendramin,Santa Gandusina,seconda scala,36.0,,Calle del Figher,['housing'],13268,"[12.3337553, 45.43795673]",lugrezia vendramin,santa gandusina,"('sanudo (candiano)', 60)","('vendramin', 100)",vendramin,
1780,267.0,Marc'Antonio Da Riva,Giacomo Cima,seconda scala,32.0,,Calle del Figher,['housing'],13268,"[12.33372091, 45.43813335]",marc'antonio da riva,giacomo cima,"('cima', 100)","('da', 100)",,cima
1781,268.0,Nicolò Da Ponte,Pellegrina Zanetti,terza scala,27.0,,Calle del Figher,['housing'],13268,"[12.33376537, 45.43808544]",nicolò da ponte,pellegrina zanetti,"('zanetti', 100)","('da ponte', 100)",da ponte,zanetti
1782,269.0,Lugrezia Vendramin Marcello,Carlo Levada,terza scala,33.0,,Calle del Figher,['housing'],13268,"[12.33381224, 45.43803934]",lugrezia vendramin marcello,carlo levada,"('carlo', 100)","('marcello', 100)",marcello,carlo
1783,270.0,Nicolò Da Ponte,Giulia Dalla Balla,quarta scala,24.0,,Calle del Figher,['housing'],13268,"[12.33385832, 45.43798361]",nicolò da ponte,giulia dalla balla,"('dalla', 100)","('da ponte', 100)",da ponte,dalla
1784,271.0,Nicolò Da Ponte,Osvaldo Maometti,quarta scala,10.0,,Calle del Figher,['housing'],13268,"[12.33391535, 45.4379325]",nicolò da ponte,osvaldo maometti,"('mastrosanto', 52)","('da ponte', 100)",da ponte,
1785,272.0,Andrea Vendramin,Bernardo Simoni,bottega da oglio,48.0,,Rughetta verso calle del Sturion,['shop'],13268,"[12.33360113, 45.4382647]",andrea vendramin,bernardo simoni,"('bernardo', 100)","('vendramin', 100)",vendramin,bernardo
1786,273.0,Zuanne Barbarigo,Bernardo Simoni,bottega serve da magazen,16.0,,Rughetta verso calle del Sturion,"['shop', 'storage']",13268,"[12.33363259, 45.43828204]",zuanne barbarigo,bernardo simoni,"('bernardo', 100)","('barbarigo', 100)",barbarigo,bernardo
1787,274.0,Zuane Barbarigo,Zuane Gloder,bottega di tornidor d'avolio,16.0,,Rughetta verso calle del Sturion,['shop'],13268,"[12.3336318, 45.43829863]",zuane barbarigo,zuane gloder,"('de zanelli', 64)","('barbarigo', 100)",barbarigo,
1788,275.0,Scola di San Rocco,Orazio Maria Mornigo,bottega di calderer,13.0,9398.0,Rughetta verso calle del Sturion,['shop'],9398,"[12.33367144, 45.43830043]",scola di san rocco,orazio maria mornigo,"('martinazzo', 53)","('rocco', 100)",rocco,
1789,276.0,Nicolò Da Ponte,Orazio Maria Mornigo,magazen dentro detta bottega,12.0,,Rughetta verso calle del Sturion,"['shop', 'storage']",13268,"[12.33365566, 45.43831929]",nicolò da ponte,orazio maria mornigo,"('martinazzo', 53)","('da ponte', 100)",da ponte,
1790,277.0,Conte Zanobri,Giovanni Maria Angeloni,bottega di luganegher,14.0,9399.0,Rughetta verso calle del Sturion,['shop'],9399,"[12.33369774, 45.43832202]",conte zanobri,giovanni maria angeloni,"('angeloni', 100)","('contanto', 67)",,angeloni
1791,278.0,Zaccaria e fratello Vendramin,Iseppo Viari,bottega due in una di gallineri,18.0,9400.0,Rughetta verso calle del Sturion,['shop'],9400,"[12.33372428, 45.43833837]",zaccaria e fratello vendramin,iseppo viari,"('risegari', 60)","('fratello', 100)",fratello,
1792,278.0,Zuane Francesco Labia,Iseppo Viari,"bottega due in una di gallineri, seconda",22.0,,Rughetta verso calle del Sturion,['shop'],13268,"[12.3337175, 45.43835045]",zuane francesco labia,iseppo viari,"('risegari', 60)","('labia', 100)",labia,
1793,279.0,Zuane Donà,Francesco dalla Vecchia,bottega di varoter,19.0,,Rughetta verso calle del Sturion,['shop'],13268,"[12.33375326, 45.43835565]",zuane donà,francesco dalla vecchia,"('dalla vecchia', 100)","('donÃ\xa0', 100)",donÃ ,dalla vecchia
1794,280.0,Giulio Santonini,Domenico Troi,bottega di pettener,25.0,,Rughetta verso calle del Sturion,['shop'],13268,"[12.3337786, 45.4383711]",giulio santonini,domenico troi,"('domenici', 76)","('santonini', 100)",santonini,
1795,281.0,Marin Zane,Giacomo Riosa,bottega da colori,30.0,,Rughetta verso calle del Sturion,['shop'],13268,"[12.33365808, 45.43821534]",marin zane,giacomo riosa,"('giacomi', 70)","('zane', 100)",zane,
1796,282.0,Maria Zane Venier,Anzolo Bettini,bottega di formetta,13.0,9304.0,Rughetta verso calle del Sturion,['shop'],9304,"[12.33370677, 45.43823571]",maria zane venier,anzolo bettini,"('bettini', 100)","('venier', 100)",venier,bettini
1797,283.0,Lunardo Venier,Zuane Battista Ferrari,bottega di erbarol,13.0,9303.0,Rughetta verso calle del Sturion,['shop'],9303,"[12.33375295, 45.43825689]",lunardo venier,zuane battista ferrari,"('ferrari', 100)","('venier', 100)",venier,ferrari
1798,284.0,Lunardo Venier,Zuane Battista Ferrari,bottega di frutariol,12.0,9302.0,Rughetta verso calle del Sturion,['shop'],9302,"[12.33378693, 45.43827341]",lunardo venier,zuane battista ferrari,"('ferrari', 100)","('venier', 100)",venier,ferrari
1799,285.0,Marietta Sagredo Donà,Maria Coffetto,prima scala,24.0,,Scale per andar in Calle del Sturion,['housing'],13268,"[12.33383848, 45.43828598]",marietta sagredo donà,maria coffetto,"('toffetti', 64)","('donÃ\xa0', 100)",donÃ ,
1800,286.0,Antonio Donà,Faustin Zugno,seconda scala,28.0,,Scale per andar in Calle del Sturion,['housing'],13268,"[12.33386067, 45.4382629]",antonio donà,faustin zugno,"('zugno', 100)","('donÃ\xa0', 100)",donÃ ,zugno
1801,287.0,Marietta Sagredo Donada,Innocente Bellavita,terza scala,24.0,,Scale per andar in Calle del Sturion,['housing'],13268,"[12.33388032, 45.43834639]",marietta sagredo donada,innocente bellavita,"('bellavita', 100)","('sagredo', 100)",sagredo,bellavita
1802,288.0,Marietta Sagredo Donada,Bortolo Adamo,terza scala,24.0,,Scale per andar in Calle del Sturion,['housing'],13268,"[12.33390094, 45.43833026]",marietta sagredo donada,bortolo adamo,"('bortoloto', 64)","('sagredo', 100)",sagredo,
1803,289.0,Marietta Sagredo Donada,Marc'Antonio Bellini,prima scala,20.0,,Scale in calle del Sturion,['housing'],13268,"[12.33391917, 45.43831233]",marietta sagredo donada,marc'antonio bellini,"('bellini', 100)","('sagredo', 100)",sagredo,bellini
1804,287.0,Marietta Sagredo,Innocente Bellavia,terza scala,24.0,,Scale per andare in calle del Sturion,['housing'],13268,"[12.33384004, 45.4382528]",marietta sagredo,innocente bellavia,"('bellavita', 59)","('sagredo', 100)",sagredo,
1805,288.0,Marietta Sagredo Donada,Bortolo Adamo,terza scala,24.0,,Scale per andare in calle del Sturion,['housing'],13268,"[12.33381941, 45.43824271]",marietta sagredo donada,bortolo adamo,"('bortoloto', 64)","('sagredo', 100)",sagredo,
1806,289.0,Marietta Sagredo Donada,Marc'Antonio Bellini,prima scala,20.0,,Scale in calle del Sturion,['housing'],13268,"[12.33379729, 45.43818538]",marietta sagredo donada,marc'antonio bellini,"('bellini', 100)","('sagredo', 100)",sagredo,bellini
1807,290.0,Marietta Sagredo,Cattarina Pignogna,prima scala,24.0,,Scale in calle del Sturion,['housing'],13268,"[12.33377782, 45.43817706]",marietta sagredo,cattarina pignogna,"('catterina', 59)","('sagredo', 100)",sagredo,
1808,291.0,Zuane Donado,Lorenzo Bacella,prima scala,24.0,,Scale in calle del Sturion,['housing'],13268,"[12.33384242, 45.43814973]",zuane donado,lorenzo bacella,"('de lorenzo', 82)","('donado', 100)",donado,
1809,292.0,Zuanne Donado,Faustin Zugno,seconda scala,20.0,,Scale in calle del Sturion,['housing'],13268,"[12.33381811, 45.43813867]",zuanne donado,faustin zugno,"('zugno', 100)","('donado', 100)",donado,zugno
1810,293.0,Zuane Donado,Nicoletto Ferrari,seconda scala,24.0,,Scale in calle del Sturion,['housing'],13268,"[12.33386184, 45.4381327]",zuane donado,nicoletto ferrari,"('ferrari', 100)","('donado', 100)",donado,ferrari
1811,294.0,Antonio Donado,Carlo Lipari,seconda scala,24.0,,Scale in calle del Sturion,['housing'],13268,"[12.33383989, 45.43812433]",antonio donado,carlo lipari,"('carlo', 100)","('donado', 100)",donado,carlo
1812,295.0,Antonio Donado,Carlo Lipari,terza scala,24.0,,Scale in calle del Sturion,['housing'],13268,"[12.33387862, 45.43811911]",antonio donado,carlo lipari,"('carlo', 100)","('donado', 100)",donado,carlo
1813,296.0,Inafittata,,terza scala casa,24.0,,Scale in calle del Sturion,['housing'],13268,"[12.3338594, 45.43810555]",inafittata,nan,"('nani', 86)","('battaja', 59)",,
1814,297.0,Scola della Carità,Bernardina Speranzi,casa con magazen,85.0,,Calle del Sturion,"['housing', 'storage']",13268,"[12.33383316, 45.43808932]",scola della carità,bernardina speranzi,"('bernardini', 69)","('scola', 100)",scola,
1815,298.0,Polo Donado,Antonia Parisi,casa,39.0,,Calle del Sturion,['housing'],13268,"[12.33392515, 45.43805378]",polo donado,antonia parisi,"('antoniassi', 75)","('polo', 100)",polo,
1816,299.0,Francesco Curnis,Anzolo Locadello,casa,70.0,9298.0,Calle del Sturion,['housing'],9298,"[12.33393824, 45.43803278]",francesco curnis,anzolo locadello,"('lucadello', 64)","('curnis', 100)",curnis,
1817,300.0,Scola della Misericordia,Scola dei oresi cosi detto Vincenzo Pighetti orese,magazen deposito di carbon scola dei oresi,12.0,9297.0,Calle del Sturion,"['storage', 'guild']",9297,"[12.33395237, 45.43800951]",scola della misericordia,scola dei oresi cosi detto vincenzo pighetti orese,"('scola', 100)","('scola', 100)",scola,scola
1818,301.0,Commissaria Griffaloni,Margarita Mazenghina,"casa in tre soleri, primo",22.0,,Calle del Sturion,['housing'],13268,"[12.33401164, 45.43797681]",commissaria griffaloni,margarita mazenghina,"('arriani', 52)","('commissaria', 100)",commissaria,
1819,301.0,Commissaria Griffaloni,Pasqua Curti,"casa in tre soleri, secondo",28.0,,Calle del Sturion,['housing'],13268,"[12.33403284, 45.43796158]",commissaria griffaloni,pasqua curti,"('curti', 100)","('commissaria', 100)",commissaria,curti
1820,301.0,Commissaria Griffaloni,Domenico Spada,"casa in tre soleri, terzo",24.0,,Calle del Sturion,['housing'],13268,"[12.3339882, 45.43796053]",commissaria griffaloni,domenico spada,"('spada', 100)","('commissaria', 100)",commissaria,spada
1821,302.0,Girolamo Baldo,Iseppo Pellizza,"casa in tre soleri e magazen, primo",44.0,,Calle del Sturion,"['housing', 'storage']",13268,"[12.33402682, 45.43793128]",girolamo baldo,iseppo pellizza,"('pellizzari', 64)","('baldo', 100)",baldo,
1822,302.0,Susanna Baldo,Vicenzo Pighetti,"casa in tre soleri e magazen, secondo",53.0,,Calle del Sturion,"['housing', 'storage']",13268,"[12.33406805, 45.43792569]",susanna baldo,vicenzo pighetti,"('pighetti', 100)","('baldo', 100)",baldo,pighetti
1823,302.0,Angelo e Zuane Battista fratelli Renesti,Francesco Dalla Vecchia,"casa in tre soleri e magazen, terzo",24.0,,Calle del Sturion,"['housing', 'storage']",13268,"[12.33405255, 45.43793844]",angelo e zuane battista fratelli renesti,francesco dalla vecchia,"('dalla vecchia', 100)","('battistelli', 43)",,dalla vecchia
1824,302.0,Alessandro Moro Todeschin,Simone Magnasi,"casa in tre soleri e magazen, terzo",17.0,,Calle del Sturion,"['housing', 'storage']",13268,"[12.33404809, 45.43791474]",alessandro moro todeschin,simone magnasi,"('magnavin', 64)","('moro', 100)",moro,
1825,302.0,Fratelli Todeschini,Zuane Battista Augusti,"casa in tre soleri e magazen, terzo",12.0,,Calle del Sturion,"['housing', 'storage']",13268,"[12.33401677, 45.43790745]",fratelli todeschini,zuane battista augusti,"('giustinian', 50)","('todeschini', 100)",todeschini,
1826,303.0,Silvestro e Zuane fratelli Bembo,Piero Gattei,magazen,12.0,,Calle del Sturion,['storage'],13268,"[12.33408454, 45.43789199]",silvestro e zuane fratelli bembo,piero gattei,"('piero', 100)","('bembo', 100)",bembo,piero
1827,304.0,Silvestro Valier Bembo,Elena Magnati,"casa in tre soleri, primo",28.0,,Calle del Sturion,['housing'],13268,"[12.33414702, 45.43783053]",silvestro valier bembo,elena magnati,"('alemanti', 67)","('bembo', 100)",bembo,
1828,304.0,Silvestro Valier Bembo,Zuane Del Forno,"casa in tre soleri, secondo",36.0,,Calle del Sturion,['housing'],13268,"[12.33416724, 45.43783624]",silvestro valier bembo,zuane del forno,"('del', 100)","('bembo', 100)",bembo,
